Source URL,Target URL,Anchor text,Link location,Follow/nofollow,Target status,Target canonical,Target in sitemap,Issue,Notes
/,/,Skip to main content,body,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/,/collection,Explore Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/our-story,Our Story,body,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/,/collection,Explore re-stored pieces,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/our-story,Read the full story,body,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kota-cotton,"Light & airyKota, chiffon, organza",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=cotton,"Everyday easeCotton, cotton silk",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kanjeevaram,"CeremonialKanjeevaram, silk",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=georgette,"Soft flowGeorgette, chiffon",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=organza,Modern volumeOrganza,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=georgette,"Fabric 01GeorgetteBest for fluid movement and evening easeChoose georgette when you want a graceful fall, soft pleats, and a saree that feels dressed without feeling heavy.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=cotton,"Fabric 02CottonBest for warm days and everyday eleganceCotton is breathable, grounded, and easy to wear for daytime gatherings, workwear, and relaxed heritage styling.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kanjeevaram,"Fabric 03KanjeevaramBest for weddings and ceremonial presencePick Kanjeevaram for structure, rich silk weight, zari detail, and a saree that holds a formal silhouette beautifully.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=silk,"Fabric 04SilkBest for timeless polish and soft sheenSilk brings luminosity and refinement, making it a dependable choice for festive dinners, family events, and heirloom dressing.Explore fabric",body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kota-cotton,"Fabric 05Kota CottonBest for feather-light summer drapesKota cotton feels airy and crisp, with a light grid texture that suits warm weather and understated occasion wear.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=chiffon,"Fabric 06ChiffonBest for soft flow and delicate stylingChiffon is sheer, light, and feminine, ideal when you want a saree that moves gently and keeps the look minimal.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kanjeevaram-mix,Fabric 07Kanjeevaram MixBest for festive richness with easier wearA Kanjeevaram mix keeps the celebratory mood but can feel lighter and more flexible for long events.Explore fabric,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=organza,"Fabric 08OrganzaBest for sculpted volume and modern occasion looksOrganza has a crisp, sheer body that creates shape and drama while still feeling light on the shoulder.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=cotton-silk,"Fabric 09Cotton SilkBest for comfort with a refined finishCotton silk balances breathable ease with a soft sheen, making it versatile for day-to-evening dressing.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=georgette,"Fabric 01GeorgetteBest for fluid movement and evening easeChoose georgette when you want a graceful fall, soft pleats, and a saree that feels dressed without feeling heavy.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=cotton,"Fabric 02CottonBest for warm days and everyday eleganceCotton is breathable, grounded, and easy to wear for daytime gatherings, workwear, and relaxed heritage styling.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kanjeevaram,"Fabric 03KanjeevaramBest for weddings and ceremonial presencePick Kanjeevaram for structure, rich silk weight, zari detail, and a saree that holds a formal silhouette beautifully.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=silk,"Fabric 04SilkBest for timeless polish and soft sheenSilk brings luminosity and refinement, making it a dependable choice for festive dinners, family events, and heirloom dressing.Explore fabric",body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kota-cotton,"Fabric 05Kota CottonBest for feather-light summer drapesKota cotton feels airy and crisp, with a light grid texture that suits warm weather and understated occasion wear.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=chiffon,"Fabric 06ChiffonBest for soft flow and delicate stylingChiffon is sheer, light, and feminine, ideal when you want a saree that moves gently and keeps the look minimal.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=kanjeevaram-mix,Fabric 07Kanjeevaram MixBest for festive richness with easier wearA Kanjeevaram mix keeps the celebratory mood but can feel lighter and more flexible for long events.Explore fabric,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=organza,"Fabric 08OrganzaBest for sculpted volume and modern occasion looksOrganza has a crisp, sheer body that creates shape and drama while still feeling light on the shoulder.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection?fabric=cotton-silk,"Fabric 09Cotton SilkBest for comfort with a refined finishCotton silk balances breathable ease with a soft sheen, making it versatile for day-to-evening dressing.Explore fabric",body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/,/collection,View all pieces,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/,/collection/magenta-mist-chiffon-drape,"UniqueSpotlight pieceMagenta Mist Chiffon DrapeChiffonPre-loved, quality checked₹3,049View Piece",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/magenta-mist-chiffon-drape,yes,,Rendered anchor; external targets were not fetched.
/,/collection/green-chiffon-with-fancy-border,"UniqueDrop 02Mint Chiffon Garden Border SareeChiffonPre-loved, quality checked₹3,299View Piece",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/green-chiffon-with-fancy-border,yes,,Rendered anchor; external targets were not fetched.
/,/collection/rani-pink-georgette-garden-party,"UniqueDrop 03Rani Pink GeorgetteGeorgettePre-loved, quality checked₹3,549View Piece",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/rani-pink-georgette-garden-party,yes,,Rendered anchor; external targets were not fetched.
/,/collection/midnight-zari-georgette,"UniqueDrop 04Midnight Gold Embroidered GeorgetteEstimated late 20th century (vintage) • GeorgetteSourced from a personal collection; appears to be a georgette with zari detailing₹4,049View Piece",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/midnight-zari-georgette,yes,,Rendered anchor; external targets were not fetched.
/,/collection/stretchfit-blouse,UniqueDrop 05StretchFit BlouseCottonExcellent₹1View Piece,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse,no,,Rendered anchor; external targets were not fetched.
/,/collection/stretchfit-blouse-1,UniqueDrop 06StretchFit BlouseHeirloom sareeExcellent₹1View Piece,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,no,,Rendered anchor; external targets were not fetched.
/,/collection,Explore the collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection,/account/sign-in,Sign in,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection,/account/wishlist,Liked products,header/nav,follow,200,,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/collection,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection,The Collection,footer,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/our-story,Our Story,footer,follow,200,https://www.fromthetrunk.shop/our-story,yes,,Rendered anchor; external targets were not fetched.
/collection,/why,Our Why,footer,follow,200,https://www.fromthetrunk.shop/why,yes,,Rendered anchor; external targets were not fetched.
/collection,/how-it-works,How It Works,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection,/faqs,FAQs,footer,follow,200,https://www.fromthetrunk.shop/faqs,yes,,Rendered anchor; external targets were not fetched.
/collection,/sell-your-saree,Sell Your Saree,footer,follow,200,https://www.fromthetrunk.shop/sell-your-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/our-team,Our Team,footer,follow,200,https://www.fromthetrunk.shop/our-team,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/shipping-delivery-policy,Shipping,footer,follow,200,https://www.fromthetrunk.shop/policies/shipping-delivery-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/packing,Packing,footer,follow,200,https://www.fromthetrunk.shop/packing,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/return-refund-policy,Returns & Refunds,footer,follow,200,https://www.fromthetrunk.shop/policies/return-refund-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/how-it-works,Authentication,footer,follow,200,https://www.fromthetrunk.shop/how-it-works,yes,,Rendered anchor; external targets were not fetched.
/collection,/contact,Contact Support,footer,follow,200,https://www.fromthetrunk.shop/contact,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/privacy-policy,Privacy Policy,footer,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,yes,,Rendered anchor; external targets were not fetched.
/collection,/policies/terms-of-service,Terms of Service,footer,follow,200,https://www.fromthetrunk.shop/policies/terms-of-service,yes,,Rendered anchor; external targets were not fetched.
/collection,/privacy-policy,Privacy policy,body,follow,200,https://www.fromthetrunk.shop/policies/privacy-policy,no,,Rendered anchor; external targets were not fetched.
/collection,/collection,Collection,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection?tags=top-viewed,Top Viewed,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?type=blouse,Blouses,body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection,/collection,Newest,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection?sort=price-low-to-high,Price-(Low to High),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?sort=price-high-to-low,Price-(High to Low),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=cotton,Cotton(15),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=silk,Silk(12),body,follow,200,https://www.fromthetrunk.shop/collection,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=kanjeevaram,Kanjeevaram(6),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=chiffon,Chiffon(5),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=georgette,Georgette(5),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=organza,Organza(5),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=cotton-silk,Cotton Silk(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=kanjeevaram-mix,Kanjeevaram Mix(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=kota-cotton,Kota Cotton(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?fabric=linen-blend,Linen Blend(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=green,GreenGreen,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=orange,OrangeOrange,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=blue,BlueBlue,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=gold,GoldGold,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=pink,PinkPink,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=purple,PurplePurple,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=black,BlackBlack,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=red,RedRed,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=ivory-white,Ivory / WhiteIvory / White,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=peach,PeachPeach,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=yellow,YellowYellow,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=brown,BrownBrown,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=charcoal-grey,Charcoal GreyCharcoal Grey,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=dark-green,Dark GreenDark Green,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=light-green,Light GreenLight Green,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=magneta,MagnetaMagneta,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=maroon,MaroonMaroon,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=mustard,MustardMustard,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=rose,RoseRose,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=teal,TealTeal,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?color=violet,VioletViolet,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?priceMax=500000,Under ₹5k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?priceMin=500000&priceMax=1500000,₹5k to ₹15k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?priceMin=1500000&priceMax=5000000,₹15k to ₹50k,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?priceMin=5000000,₹50k+,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?availability=available,In stock(49),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?occasion=festive-wedding,Festive Wedding(2),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection?occasion=casual,Casual(1),body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/collection,/collection/tangerine-noir-floral-border-weave,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/tangerine-noir-floral-border-weave,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/tangerine-noir-floral-border-weave,"Tangerine Noir Floral Border WeaveChiffon, unique₹5,299₹10,000The Ink Garden on Amber Ground",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/tangerine-noir-floral-border-weave,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/sunset-ombr-chiffon-draped-dream,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sunset-ombr-chiffon-draped-dream,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/sunset-ombr-chiffon-draped-dream,"Sunset Ombré Chiffon Draped DreamGeorgette, unique₹4,299₹8,000Where Saffron Meets the Blush Hour",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/sunset-ombr-chiffon-draped-dream,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/indigo-plum-tied-silk-saree,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/indigo-plum-tied-silk-saree,"Indigo & Plum Tied Silk SareeSilk, unique₹3,299₹5,000Where Indigo Meets Dusk",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/indigo-plum-tied-silk-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection,Shop now,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/forest-flame-tie-dye-silk,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/forest-flame-tie-dye-silk,"Forest & Flame Tie Dye SilkSilk, unique₹2,799₹4,000Colour Tied in Time",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-flame-tie-dye-silk,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection,Shop now,body,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/moonstone-cream-mauve-border-saree,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/moonstone-cream-mauve-border-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/moonstone-cream-mauve-border-saree,"Moonstone Cream Mauve Border SareeOrganza, unique₹3,299₹4,000Moonlight on Pale Ground",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/moonstone-cream-mauve-border-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/marigold-moss-cotton,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/marigold-moss-cotton,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/marigold-moss-cotton,"Marigold & Moss cottonCotton, unique₹3,499₹5,000Marigold & Moss",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/marigold-moss-cotton,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/midnight-garden-georgette-saree,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/midnight-garden-georgette-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/midnight-garden-georgette-saree,"Midnight Garden Georgette SareeGeorgette, unique₹5,299₹10,000Where the Garden Meets the Night",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/midnight-garden-georgette-saree,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/verdant-bloom-silk-burgundy-gold-border,Pre-loved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/verdant-bloom-silk-burgundy-gold-border,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/verdant-bloom-silk-burgundy-gold-border,"Green Garden Silk Burgundy Zari EdgeSilk, unique₹10,299₹15,000Where the Garden Meets the Gold",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/verdant-bloom-silk-burgundy-gold-border,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/pink-katan-triangle-zari-edge,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/pink-katan-triangle-zari-edge,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/pink-katan-triangle-zari-edge,"Pink Katan temple borderSilk, unique₹3,799₹6,000The Temple at the Edge of the Field",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/pink-katan-triangle-zari-edge,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/forest-green-silk-black-gold,Reserved,product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-green-silk-black-gold,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection/forest-green-silk-black-gold,"Forest green silk black goldSilk, unique₹3,299₹5,000Green Silk Saree Black Gold Zari",product-card/body,follow,200,https://www.fromthetrunk.shop/collection/forest-green-silk-black-gold,yes,,Rendered anchor; external targets were not fetched.
/collection,/collection?page=2,Load more,body,follow,not crawled,,no,,Rendered anchor; external targets were not fetched.
/top-viewed,/top-viewed,Skip to main content,body,follow,200,https://www.fromthetrunk.shop/top-viewed,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/,From the Trunk,header/nav,follow,200,https://www.fromthetrunk.shop,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection,Collection,header/nav,follow,200,https://www.fromthetrunk.shop/collection,yes,,Rendered anchor; external targets were not fetched.
/top-viewed,/collection?tags=top-viewed,Top Viewed,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
/top-viewed,/collection?type=blouse,Blouses,header/nav,follow,200,https://www.fromthetrunk.shop/collection,no,Primary navigation targets noindex URL,Rendered anchor; external targets were not fetched.
